  343  swim|游                              335
  344  flow|流                              335
  345  fly|飞                               335
  346  float|漂                             335
  347  VehicleGo|驶                         335
  348  circulate|循环                       335
  349  SelfMoveInDirection|方向性自移       334
  350  ToAndFro|来回                        349
  351  come|来                              350
  352  go|去                                350
  353  LeaveFor|前往                        350
  354  GoUp|上去                            349
  355  rise|上升                            354
  356  climb|攀登                           354
  357  GoDown|下去                          349
  358  fall|掉下                            357
  359  sink|下沉                            357
  360  GoForward|前进                       349
  361  GoBackward|后退                      349
  362  GoInto|进入                          349
  363  GoOut|出去                           349
  364  leak|漏出                            363
  365  jet|喷出                             363
  366  spill|溢出                           363
  367  leave|离开                           349
  368  flee|逃跑                            367
  369  escape|躲避                          367
  370  approach|接近                        349
  371  chase|追赶                           370
  372  follow|跟随                          371
  373  disperse|散开                        349
  374  ComeTogether|集聚                    349
  375  GoThrough|经过                       349
  376  cross|越过                           375
  377  GoBack|返回                          349
  378  GoRound|围绕                         349
  379  TurnRound|拐弯                       378
  380  circle|盘旋                          378
  381  MoveInFixedPosition|定位自移         334
  382  wave|摆动                            381
  383  shiver|颤动                          381
  384  rotate|转动                          381
  385  twine|打结                           381
  386  PartSelfMove|部件自移                381
  387  stand|站立                           386
  388  arise|起身                           386
  389  sit|坐蹲                             386
  390  LieDown|躺卧                         386
  391  FallDown|跌倒                        386
  392  kick|踢踩                            386
  393  tilt|倾斜                            386
  394  lean|倚靠                            393
  395  upmove|翘耸                          386
  396  CeaseSelfMove|终止自移               334
  397  stay|停留                            396
  398  arrive|到达                          396
  399  reside|住下                          396
  400  CauseToMove|他移                     333
  401  CauseToMoveInManner|方式性他移       400
  402  release|释放                         401
  403  TakeAway|搬动                        401
  404  put|放置                             401
  405  pile|堆放                            404
  406  store|保存                           401
  407  SetAside|留存                        406
  408  install|安装                         401
  409  dismount|拆卸                        401
  410  load|装载                            401
  411  drive|驾驭                           401
  412  CauseToMoveInDirection|方向性他移     400
  413  pull|拉                              412
  414  push|推                              412
  415  MoveItUp|上移                        412
  416  lift|提升                            415
  417  hang|悬挂                            415
  418  MoveItDown|下移                      412
  419  spray|洒下                           418
  420  swallow|咽下                         418
  421  drop|投下                            418
  422  MoveItBack|回移                      412
  423  MoveItInto|内移                      412
  424  inhale|吸入                          423
  425  insert|插入                          423
  426  soak|浸入                            423
  427  inlay|嵌入                           423
  428  fill|填入                            423
  429  bury|埋入                            423
  430  MoveItOut|外移                       412
  431  drain|排出                           430
  432  vomit|吐出                           430
  433  exhale|呼出                          430
  434  dump|倒出                            430
  435  PickOut|拔出                         430
  436  SqueezeOut|挤出                      430
  437  MoveItAway|远移                      412
  438  throw|扔                             437
  439  send|发送                            437
  440  shoot|发射                           439
  441  transmit|传送                        439
  442  transport|运送                       439
  443  post|邮寄                            439
  444  expel|驱赶                           439
  445  exile|流放                           444
  446  spread|撒                            412
  447  assemble|聚集                        412
  448  CauseToMoveInFixedPosition|定位他移   400
  449  shake|摇动                           448
  450  reverse|颠倒                         448
  451  turn|扭转                            448
  452  coil|缠绕                            448
  453  surround|包围                        452
  454  CausePartMove|部件他移               448
  455  OpenShut|开关                        400
  456  open|打开                            455
  457  shut|关闭                            455
  458  CeaseCauseTOMove|终止他移            333
  459  hold|拿                              458
  460  pick|拾起                            459
  461  HoldWithHand|搀扶                    459
  462  PropUp|支撑                          459
  463  bring|携带                           459
  464  HoldInMouth|衔起                     459
  465  HoldInArm|搂抱                       459
  466  CarryOnBack|背起                     459
  467  TakeOutOfWater|捞起                  459
  468  catch|捉住                           458
  469  detain|扣住                          458
  470  block|拦住                           458
  471  fix|定住                             458
  472  SupportWeight|托住                   458
  473  AimAt|定向                           333
  474  AlterTimePosition|变时间位置         257
  475  pass|度过                            474
  476  AlterQuantity|变数量                 257
  477  add|增加                             476
  478  subtract|削减                        476
  479  exhaust|损耗                         476
  480  economize|节省                       476
  481  AlterState|变状态                    256
  482  AlterPhysical|变本体                 481
  483  CauseToExist|使存现                  482
  484  create|创造                          483
  485  GiveBirth|生育                       484
  486  produce|制造                         484
  487  cook|烹调                            486
  488  compile|编辑                         486
  489  build|建造                           484
  490  forming|形成                         484
  491  establish|建立                       484
  492  forge|伪造                           484
  493  CauseToAppear|显现                   483
  494  reveal|揭露                          493
  495  StripOff|剥去                        493
  496  AlterStateNormal|变常态              482
  497  CauseToLive|使活                     496
  498  MakeLiving|谋生                      497
  499  ProvideFor|供养                      497
  500  foster|饲养                          499
  501  planting|栽植                        499
  502  CauseToGrow|使成长                   496
  503  metabolize|代谢                      502
  504  consume|摄取                         503
  505  eat|吃                               504
  506  drink|喝                             504
  507  feed|喂                              504
  508  excrete|排泄                         503
  509  respire|呼吸                         503
  510  WhileAway|消闲                       502
  511  exercise|锻练                        510
  512  tour|旅游                            510
  513  recreation|娱乐                      510
  514  addict|嗜好                          510
  515  SeekPleasure|寻欢                    510
  516  keep|保持                            502
  517  maintain|保养                        516
  518  protect|保护                         502
  519  TakeCare|照料                        502
  520  cultivate|培养                       502
  521  help|帮助                            502
  522  rescue|救助                          521
  523  KeepOn|使继续                        502
  524  AlterStateGood|变良态                482
  525  benefit|便利                         524
  526  MakeBetter|优化                      524
  527  adjust|调整                          526
  528  PutInOrder|整理                      526
  529  improve|改良                         526
  530  enrich|充实                          529
  531  fulfil|实现                          526
  532  resume|恢复                          524
  533  cure|医治                            532
  534  repair|修理                          532
  535  amend|改正                           532
  536  AlterStateBad|变莠态                 482
  537  MakeBad|加害                         536
  538  MakeTrouble|捣乱                     537
  539  damage|损害                          537
  540  attack|攻打                          537
  541  punish|处罚                          537
  542  revenge|报复                         537
  543  HaveContest|较量                     537
  544  compete|比赛                         543
  545  gamble|赌博                          544
  546  fight|争斗                           543
  547  uprise|暴动                          546
  548  resist|反抗                          546
  549  defend|防守                          543
  550  defeat|战胜                          543
  551  kill|杀害                            537
  552  suicide|自杀                         551
  553  remove|消除                          537
  554  destroy|消灭                         553
  555  CauseToBeHidden|使消失               482
  556  hide|藏匿                            555
  557  cover|遮盖                           555
  558  PutOn|穿戴                           557
  559  wrap|包扎                            557
  560  AlterAttribute|变属性                482
  561  MakeHigher|提高                      560
  562  MakeLower|降低                       560
  563  AlterAppearance|变外观               560
  564  AlterForm|变形状                     563
  565  touch|触                             564
  566  stroke|抚                            564
  567  stab|扎                              564
  568  sting|叮                             564
  569  beat|打                              564
  570  bump|撞                              564
  571  firing|射击                          564
  572  break|折断                           564
  573  rub|摩擦                             564
  574  scratch|抓挠                         564
  575  press|按压                           564
  576  unfold|铺摊                          564
  577  grind|研磨                           564
  578  split|破开                           564
  579  cut|切削                             564
  580  bite|啃咬                            564
  581  masticate|咀嚼                       564
  582  fold|摺叠                            564
  583  PlayWith|揉弄                        564
  584  weave|辫编                           564
  585  dig|挖掘                             564
  586  clean|使净                           563
  587  wash|洗涤                            586
  588  wipe|擦拭                            586
  589  pollute|使脏                         563
  590  apply|涂抹                           563
  591  beautify|美化                        563
  592  decorate|装饰                        591
  593  MakeUp|化妆                          591
  594  uglify|丑化                          563
  595  illuminate|照射                      563
  596  AlterColor|变色                      563
  597  brighten|使亮                        563
  598  straighten|拉直                      563
  599  bend|折弯                            563
  600  sharpen|使锋利                       563
  601  filter|滤清                          563
  602  lubricate|润滑                       563
  603  AlterMeasurement|变量度              560
  604  WarmUp|加热                          603
  605  lighting|点燃                        604
  606  burn|焚烧                            604
  607  cool|制冷                            603
  608  moisten|加湿                         603
  609  irrigate|浇灌                        608
  610  dry|干燥                             603
  611  enlarge|扩大                         603
  612  shrink|缩小                          603
  613  tighten|勒紧                         603
  614  loosen|放松                          603
  615  SpeedUp|加快                         603
  616  SlowDown|减慢                        603
  617  MakeHeavier|加重                     603
  618  deepen|加深                          603
  619  MakeEarlier|提早                     603
  620  delay|拖延                           603
  621  thicken|加浓                         603
  622  dilute|冲淡                          603
  623  AlterProperty|变特性                 560
  624  strengthen|加固                      623
  625  weaken|削弱                          623
  626  dredge|疏通                          623
  627  BlockUp|堵塞                         623
  628  AlterGrade|变级                      623
  629  upgrade|升级                         628
  630  degrade|降级                         628
  631  PlayUp|鼓吹                          623
  632  PlayDown|贬低                        623
  633  slander|诽谤                         632
  634  delimit|划定                         623
  635  refine|纯化                          623
  636  ize|变性态                           560
  637  MakeAct|使之动                       481
  638  CauseToDo|使动                       637
  639  request|要求                         638
  640  call|召唤                            638
  641  invite|邀请                          638
  642  dispatch|差遣                        638
  643  order|命令                           638
  644  entrust|委托                         638
  645  urge|促使                            638
  646  force|强迫                           638
  647  guide|引导                           638
  648  persuade|劝说                        638
  649  mediate|调解                         648
  650  mobilize|发动                        638
  651  incite|指使                          638
  652  entice|勾引                          638
  653  indulge|放纵                         638
  654  TurnOn|启动                          638
  655  CauseNotToDo|阻动                    637
  656  restrain|制止                        655
  657  obstruct|阻止                        655
  658  prohibit|禁止                        655
  659  TurnOff|止动                         655
  660  exempt|免除                          655
  661  use|利用                             637
  662  TakeVehicle|搭乘                     661
  663  employ|雇用                          661
  664  spend|花费                           661
  665  lavish|浪费                          664
  666  AlterMental|变精神                   481
  667  AlterEmotion|变情感                  666
  668  soothe|安慰                          667
  669  excite|感动                          667
  670  MakeHappy|使喜悦                     669
  671  please|取悦                          670
  672  tease|取乐                           670
  673  irritate|激怒                        669
  674  frighten|吓唬                        669
  675  discourage|泼冷水                    669
  676  offend|得罪                          669
  677  disappoint|辜负                      669
  678  MakeWorried|困扰                     669
  679  attract|吸引                         669
  680  ShowEmotion|表示情感                 666
  681  treat|对待                           680
  682  ShowGoodEmotion|表示好情感           681
  683  ShowInterest|理睬                    682
  684  ShowJoy|示喜                         682
  685  laugh|笑                             684
  686  ShowLove|示爱                        682
  687  praise|夸奖                          682
  688  reward|奖励                          687
  689  congratulate|祝贺                    682
  690  thank|致谢                           682
  691  apologize|道歉                       682
  692  SayHello|问候                        682
  693  visit|看望                           692
  694  welcome|欢迎                         682
  695  salute|致敬                          682
  696  ExpressAgreement|示同意              682
  697  accept|接受                          696
  698  appreciate|赞成                      696
  699  endorse|拥护                         682
  700  guarantee|保证                       682
  701  WellTreat|善待                       682
  702  entertain|招待                       701
  703  commemorate|示思念                   682
  704  ShowBadEmotion|表示坏情感            681
  705  IllBehave|胡闹                       704
  706  sigh|叹气                            704
  707  condole|致哀                         681
  708  weep|哭泣                            707
  709  ExpressDissatisfaction|示不满        707
  710  protest|抗议                         709
  711  ExpressAgainst|谴责                  709
  712  satirize|讽刺                        709
  713  LaughAt|笑话                         709
  714  IllTreat|慢待                        709
  715  ExpressDisagreement|示不同意         707
  716  oppose|反对                          715
  717  reject|回绝                          715
  718  betray|背叛                          707
  719  ExpressAnger|示怒                    707
  720  AlterKnowledge|变感知                666
  721  MakeOwnKnowledge|使自我感知          720
  722  sense|感觉                           721
  723  look|看                              722
  724  listen|听                            722
  725  smell|闻                             722
  726  feel|摸                              722
  727  savor|舔                             722
  728  GetKnowledge|认知                    721
  729  TryToKnow|弄懂                       728
  730  read|读                              729
  731  ask|问                               729
  732  interrogate|审问                     731
  733  LookFor|寻                           729
  734  check|查                             729
  735  scout|侦察                           734
  736  diagnose|诊察                        734
  737  supervise|监察                       734
  738  investigate|调查                     734
  739  exam|考试                            734
  740  calculate|计算                       729
  741  count|计数                           740
  742  measure|测量                         740
  743  distinguish|分辨                     729
  744  think|思考                           729
  745  deduce|推理                          744
  746  guess|猜测                           745
  747  predict|预料                         745
  748  LookBack|回想                        744
  749  study|学                             729
  750  drill|练习                           749
  751  imitate|模仿                         749
  752  research|研究                        729
  753  compare|比较                         729
  754  analyze|分析                         729
  755  experiment|实验                      729
  756  prove|证明                           721
  757  decide|决定                          721
  758  judge|裁定                           757
  759  MakeAppointment|约定                 757
  760  estimate|评估                        721
  761  plan|计划                            721
  762  choose|选择                          721
  763  select|选拔                          762
  764  MakeOthersKnowledge|使他人感知       720
  765  express|表示                         764
  766  mention|提及                         765
  767  MakeSound|发声                       765
  768  cry|喊                               765
  769  speak|说                             765
  770  boast|夸大                           765
  771  swear|发誓                           765
  772  sing|唱                              765
  773  recite|诵读                          765
  774  propose|提出                         765
  775  quote|引用                           765
  776  explain|说明                         765
  777  tell|告诉                            765
  778  describe|描写                        765
  779  announce|发表                        765
  780  disseminate|传播                     765
  781  accuse|控告                          765
  782  recommend|推荐                       765
  783  reply|答                             765
  784  refute|反驳                          783
  785  admit|承认                           765
  786  deny|否认                            765
  787  write|写                             765
  788  copy|抄写                            787
  789  sign|题写                            787
  790  translate|翻译                       765
  791  record|记录                          765
  792  TakePicture|拍摄                     791
  793  draw|画                              765
  794  carve|雕刻                           765
  795  print|印刷                           765
  796  publish|出版                         795
  797  show|表现                            765
  798  perform|表演                         797
  799  display|展示                         797
  800  ShowOff|炫耀                         797
  801  teach|教                             764
  802  communicate|交流                     764
  803  talk|谈话                            802
  804  discuss|商讨                         802
  805  debate|辩论                          802
  806  quarrel|争吵                         802
  807  MakeNoKnowledge|使不知               720
  808  HideTruth|瞒                         807
  809  KeepSilence|不说                     807
  810  MakeMisunderstand|使误知             720
  811  TalkNonsense|瞎说                    810
  812  deceive|欺骗                         810
  813  entity|实体                          813
  814  thing|万物                           813
  815  physical|物质                        814
  816  animate|生物                         815
  817  AnimalHuman|动物                     816
  818  human|人                             817
  819  humanized|拟人                       818
  820  animal|兽                            817
  821  beast|走兽                           820
  822  livestock|牲畜                       820
  823  bird|禽                              820
  824  InsectWorm|虫                        820
  825  fish|鱼                              820
  826  plant|植物                           816
  827  crop|庄稼                            826
  828  tree|树                              826
  829  FlowerGrass|花草                     826
  830  vegetable|蔬菜                       826
  831  fruit|水果                           826
  832  AlgaeFungi|低植                      826
  833  bacteria|微生物                      816
  834  inanimate|无生物                     815
  835  natural|天然物                       834
  836  celestial|天体                       835
  837  earth|大地                           835
  838  land|陆地                            837
  839  waters|水域                          837
  840  sky|空域                             837
  841  place|地方                           837
  842  liquid|液                            835
  843  water|水                             842
  844  ice|冰                               835
  845  metal|金属                           835
  846  wood|木                              835
  847  fire|火                              835
  848  stone|土石                           835
  849  weather|天象                         835
  850  RainSnow|雨雪                        849
  851  wind|风                              849
  852  CloudMist|云雾                       849
  853  thunder|雷                           849
  854  gas|气                               835
  855  sound|声                             835
  856  electricity|电                       835
  857  lights|光                            835
  858  trace|痕                             835
  859  artifact|人工物                      834
  860  clothing|衣物                        859
  861  edible|食物                          859
  862  food|食品                            861
  863  drinks|饮品                          861
  864  medicine|药物                        859
  865  chemical|化学物                      859
  866  addictive|嗜好物                     859
  867  building|建筑物                      859
  868  house|房屋                           867
  869  room|房间                            868
  870  facilities|设施                      867
  871  implement|器具                       859
  872  machine|机器                         871
  873  computer|电脑                        871
  874  vehicle|交通工具                     871
  875  LandVehicle|车                       874
  876  ship|船                              874
  877  aircraft|飞行器                      874
  878  furniture|家具                       871
  879  stationery|文具                      871
  880  paper|纸张                           879
  881  PenInk|笔墨                          879
  882  MusicTool|乐器                       871
  883  SportTool|运动器材                   871
  884  tool|用具                            871
  885  weapon|武器                          871
  886  software|软件                        871
  887  material|材料                        859
  888  wealth|钱财                          859
  889  fund|资金                            888
  890  expenditure|费用                     888
  891  payment|酬金                         888
  892  money|货币                           888
  893  coupon|票证                          888
  894  treasure|珍宝                        888
  895  readings|读物                        859
  896  publications|书刊                    895
  897  document|文书                        895
  898  bill|票据                            895
  899  account|簿册                         895
  900  letter|信件                          895
  901  mark|标志                            895
  902  shape|物形                           815
  903  mental|精神                          814
  904  emotion|情感                         903
  905  experience|感受                      903
  906  aspiration|意愿                      903
  907  thinking|思想                        903
  908  thought|念头                         907
  909  method|方法                          907
  910  plans|规划                           909
  911  purpose|目的                         907
  912  reason|道理                          907
  913  standpoint|立场                      907
  914  knowledge|知识                       907
  915  information|信息                     903
  916  language|语言                        915
  917  symbol|符号                          916
  918  punc|标点                            917
  919  character|文字                       916
  920  expression|词语                      916
  921  text|语文                            916
  922  news|新闻                            921
  923  music|音乐                           915
  924  image|图像                           915
  925  shows|表演物                         915
  926  example|实例                         915
  927  regulation|规矩                      903
  928  system|制度                          927
  929  law|律法                             927
  930  agreement|条约                       927
  931  rights|权利                          903
  932  duty|责任                            903
  933  event|事件                           814
  934  fact|事情                            933
  935  affairs|事务                         934
  936  problem|问题                         934
  937  cause|原因                           934
  938  process|过程                         934
  939  result|结果                          934
  940  phenomena|现象                       933
  941  disease|疾病                         940
  942  organization|组织                    814
  943  institution|机构                     942
  944  army|军队                            942
  945  InstitutePlace|场所                  942
  946  community|团体                       942
  947  internet|因特网                      814
  948  time|时间                            813
  949  space|空间                           813
  950  direction|方向                       949
  951  location|位置                        949
  952  component|部分                       813
  953  part|部件                            952
  954  fittings|配件                        952
  955  attribute|属性                       955
  956  aValue|属性值                        956
  957  AttributeValue|属性和属性值          957
  958  appearance|外观                      957
  959  form|形状                            958
  960  flat|扁                              959
  961  straight|直                          959
  962  curved|弯                            959
  963  level|平                             959
  964  upright|正                           959
  965  slanted|歪                           959
  966  even|匀                              959
  967  dissimilar|差                        959
  968  protruding|凸                        959
  969  dented|凹                            959
  970  smooth|坦                            959
  971  rugged|崎                            959
  972  square|方                            959
  973  round|圆                             959
  974  queer|怪                             959
  975  horizontal|横                        959
  976  blunt|钝                             959
  977  acute|尖                             959
  978  sharp|利                             959
  979  wrinkled|皱                          959
  980  dot|点                               959
  981  linear|线                            959
  982  surfacial|面                         959
  983  cubic|体                             959
  984  angular|角                           959
  985  brightness|明暗                      958
  986  bright|明                            985
  987  dark|暗                              985
  988  clearness|清浑                       958
  989  clear|清                             988
  990  blurred|浑                           988
  991  prettiness|美丑                      958
  992  beautiful|美                         991
  993  ugly|丑                              991
  994  pattern|样式                         958
  995  modern|髦                            994
  996  old|陈                               994
  997  SmoothFinish|光洁度                  958
  998  delicate|娇                          997
  999  coarse|糙                            997
 1000  polished|光                          997
 1001  color|颜色                           958
 1002  colored|彩                          1001
 1003  plain|素                            1001
 1004  red|红                              1001
 1005  yellow|黄                           1001
 1006  blue|蓝                             1001
 1007  green|绿                            1001
 1008  purple|紫                           1001
 1009  brown|褐                            1001
 1010  white|白                            1001
 1011  black|黑                            1001
 1012  grey|灰                             1001
 1013  RedBrown|赭                         1001
 1014  BlueGreen|青                        1001
 1015  colorless|无色                      1001
